gameNumber,result,type,Color,expe
20241109100050538,0,Small,red,pink
20241109100050537,9,Big,green,a
20241109100050536,8,Big,red,a
20241109100050535,9,Big,green,a
20241109100050534,3,Small,green,a
20241109100050533,2,Small,red,a
20241109100050532,2,Small,red,a
20241109100050531,4,Small,red,a
20241109100050530,1,Small,green,a
20241109100050529,9,Big,green,a
20241109100050528,7,Big,green,a
20241109100050527,6,Big,red,a
20241109100050526,2,Small,red,a
20241109100050525,5,Big,green,pink
20241109100050524,7,Big,green,a
20241109100050523,1,Small,green,a
20241109100050522,1,Small,green,a
20241109100050521,3,Small,green,a
20241109100050520,6,Big,red,a
20241109100050519,2,Small,red,a
20241109100050518,8,Big,red,a
20241109100050517,5,Big,green,pink
20241109100050516,5,Big,green,pink
20241109100050515,4,Small,red,a
20241109100050514,1,Small,green,a
20241109100050513,1,Small,green,a
20241109100050512,9,Big,green,a
20241109100050511,1,Small,green,a
20241109100050510,0,Small,red,pink
20241109100050509,0,Small,red,pink
20241109100050508,6,Big,red,a
20241109100050507,4,Small,red,a
20241109100050506,0,Small,red,pink
20241109100050505,1,Small,green,a
20241109100050504,4,Small,red,a
20241109100050503,1,Small,green,a
20241109100050502,5,Big,green,pink
20241109100050501,2,Small,red,a
20241109100050500,0,Small,red,pink
20241109100050499,1,Small,green,a
20241109100050498,2,Small,red,a
20241109100050497,7,Big,green,a
20241109100050496,3,Small,green,a
20241109100050495,0,Small,red,pink
20241109100050494,7,Big,green,a
20241109100050493,1,Small,green,a
20241109100050492,8,Big,red,a
20241109100050491,3,Small,green,a
20241109100050490,1,Small,green,a
20241109100050489,2,Small,red,a
20241109100050488,3,Small,green,a
20241109100050487,4,Small,red,a
20241109100050486,6,Big,red,a
20241109100050485,8,Big,red,a
20241109100050484,8,Big,red,a
20241109100050483,8,Big,red,a
20241109100050482,2,Small,red,a
20241109100050481,0,Small,red,pink
20241109100050480,7,Big,green,a
20241109100050479,8,Big,red,a
20241109100050478,2,Small,red,a
20241109100050477,9,Big,green,a
20241109100050476,0,Small,red,pink
20241109100050475,8,Big,red,a
20241109100050474,8,Big,red,a
20241109100050473,5,Big,green,pink
20241109100050472,8,Big,red,a
20241109100050471,9,Big,green,a
20241109100050470,8,Big,red,a
20241109100050469,2,Small,red,a
20241109100050468,6,Big,red,a
20241109100050467,2,Small,red,a
20241109100050466,4,Small,red,a
20241109100050465,7,Big,green,a
20241109100050464,7,Big,green,a
20241109100050463,3,Small,green,a
20241109100050462,6,Big,red,a
20241109100050461,9,Big,green,a
20241109100050460,2,Small,red,a
20241109100050459,9,Big,green,a
20241109100050458,5,Big,green,pink
20241109100050457,4,Small,red,a
20241109100050456,8,Big,red,a
20241109100050455,6,Big,red,a
20241109100050454,3,Small,green,a
20241109100050453,3,Small,green,a
20241109100050452,0,Small,red,pink
20241109100050451,3,Small,green,a
20241109100050450,9,Big,green,a
20241109100050449,8,Big,red,a
20241109100050448,3,Small,green,a
20241109100050447,3,Small,green,a
20241109100050446,1,Small,green,a
20241109100050445,6,Big,red,a
20241109100050444,7,Big,green,a
20241109100050443,1,Small,green,a
20241109100050442,4,Small,red,a
20241109100050441,2,Small,red,a
20241109100050440,7,Big,green,a
20241109100050439,4,Small,red,a
20241109100050438,5,Big,green,pink
20241109100050437,3,Small,green,a
20241109100050436,0,Small,red,pink
20241109100050435,7,Big,green,a
20241109100050434,4,Small,red,a
20241109100050433,8,Big,red,a
20241109100050432,8,Big,red,a
20241109100050431,7,Big,green,a
20241109100050430,3,Small,green,a
20241109100050429,7,Big,green,a
20241109100050428,2,Small,red,a
20241109100050427,1,Small,green,a
20241109100050426,8,Big,red,a
20241109100050425,7,Big,green,a
20241109100050424,7,Big,green,a
20241109100050423,0,Small,red,pink
20241109100050422,0,Small,red,pink
20241109100050421,8,Big,red,a
20241109100050420,2,Small,red,a
20241109100050419,3,Small,green,a
20241109100050418,5,Big,green,pink
20241109100050417,4,Small,red,a
20241109100050416,9,Big,green,a
20241109100050415,4,Small,red,a
20241109100050414,0,Small,red,pink
20241109100050413,9,Big,green,a
20241109100050412,6,Big,red,a
20241109100050411,2,Small,red,a
20241109100050410,0,Small,red,pink
20241109100050409,0,Small,red,pink
20241109100050408,2,Small,red,a
20241109100050407,3,Small,green,a
20241109100050406,7,Big,green,a
20241109100050405,7,Big,green,a
20241109100050404,5,Big,green,pink
20241109100050403,0,Small,red,pink
20241109100050402,9,Big,green,a
20241109100050401,0,Small,red,pink
20241109100050400,7,Big,green,a
20241109100050399,8,Big,red,a
20241109100050398,4,Small,red,a
20241109100050397,8,Big,red,a
20241109100050396,3,Small,green,a
20241109100050395,2,Small,red,a
20241109100050394,5,Big,green,pink
20241109100050393,9,Big,green,a
20241109100050392,4,Small,red,a
20241109100050391,9,Big,green,a
20241109100050390,7,Big,green,a
20241109100050389,8,Big,red,a
20241109100050388,0,Small,red,pink
20241109100050387,2,Small,red,a
20241109100050386,3,Small,green,a
20241109100050385,1,Small,green,a
20241109100050384,7,Big,green,a
20241109100050383,2,Small,red,a
20241109100050382,8,Big,red,a
20241109100050381,7,Big,green,a
20241109100050380,0,Small,red,pink
20241109100050379,4,Small,red,a
20241109100050378,9,Big,green,a
20241109100050377,1,Small,green,a
20241109100050376,1,Small,green,a
20241109100050375,5,Big,green,pink
20241109100050374,9,Big,green,a
20241109100050373,1,Small,green,a
20241109100050372,3,Small,green,a
20241109100050371,6,Big,red,a
20241109100050370,5,Big,green,pink
20241109100050369,4,Small,red,a
20241109100050368,6,Big,red,a
20241109100050367,7,Big,green,a
20241109100050366,9,Big,green,a
20241109100050365,3,Small,green,a
20241109100050364,6,Big,red,a
20241109100050363,9,Big,green,a
20241109100050362,0,Small,red,pink
20241109100050361,6,Big,red,a
20241109100050360,7,Big,green,a
20241109100050359,7,Big,green,a
20241109100050358,5,Big,green,pink
20241109100050357,1,Small,green,a
20241109100050356,1,Small,green,a
20241109100050355,4,Small,red,a
20241109100050354,8,Big,red,a
20241109100050353,8,Big,red,a
20241109100050352,8,Big,red,a
20241109100050351,0,Small,red,pink
20241109100050350,9,Big,green,a
20241109100050349,8,Big,red,a
20241109100050348,8,Big,red,a
20241109100050347,9,Big,green,a
20241109100050346,4,Small,red,a
20241109100050345,5,Big,green,pink
20241109100050344,6,Big,red,a
20241109100050343,2,Small,red,a
20241109100050342,6,Big,red,a
20241109100050341,4,Small,red,a
20241109100050340,7,Big,green,a
20241109100050339,2,Small,red,a
20241109100050338,2,Small,red,a
20241109100050337,7,Big,green,a
20241109100050336,6,Big,red,a
20241109100050335,8,Big,red,a
20241109100050334,8,Big,red,a
20241109100050333,8,Big,red,a
20241109100050332,7,Big,green,a
20241109100050331,9,Big,green,a
20241109100050330,8,Big,red,a
20241109100050329,6,Big,red,a
20241109100050328,6,Big,red,a
20241109100050327,3,Small,green,a
20241109100050326,1,Small,green,a
20241109100050325,5,Big,green,pink
20241109100050324,0,Small,red,pink
20241109100050323,6,Big,red,a
20241109100050322,9,Big,green,a
20241109100050321,0,Small,red,pink
20241109100050320,6,Big,red,a
20241109100050319,0,Small,red,pink
20241109100050318,5,Big,green,pink
20241109100050317,0,Small,red,pink
20241109100050316,5,Big,green,pink
20241109100050315,6,Big,red,a
20241109100050314,4,Small,red,a
20241109100050313,2,Small,red,a
20241109100050312,5,Big,green,pink
20241109100050311,4,Small,red,a
20241109100050310,0,Small,red,pink
20241109100050309,6,Big,red,a
20241109100050308,9,Big,green,a
20241109100050307,4,Small,red,a
20241109100050306,5,Big,green,pink
20241109100050305,7,Big,green,a
20241109100050304,5,Big,green,pink
20241109100050303,8,Big,red,a
20241109100050302,3,Small,green,a
20241109100050301,3,Small,green,a
20241109100050300,9,Big,green,a
20241109100050299,2,Small,red,a
20241109100050298,7,Big,green,a
20241109100050297,5,Big,green,pink
20241109100050296,0,Small,red,pink
20241109100050295,6,Big,red,a
20241109100050294,0,Small,red,pink
20241109100050293,5,Big,green,pink
20241109100050292,3,Small,green,a
20241109100050291,9,Big,green,a
20241109100050290,8,Big,red,a
20241109100050289,9,Big,green,a
20241109100050288,7,Big,green,a
20241109100050287,1,Small,green,a
20241109100050286,8,Big,red,a
20241109100050285,4,Small,red,a
20241109100050284,7,Big,green,a
20241109100050283,0,Small,red,pink
20241109100050282,5,Big,green,pink
20241109100050281,1,Small,green,a
20241109100050280,0,Small,red,pink
20241109100050279,3,Small,green,a
20241109100050278,0,Small,red,pink
20241109100050277,6,Big,red,a
20241109100050276,8,Big,red,a
20241109100050275,7,Big,green,a
20241109100050274,6,Big,red,a
20241109100050273,7,Big,green,a
20241109100050272,5,Big,green,pink
20241109100050271,7,Big,green,a
20241109100050270,3,Small,green,a
20241109100050269,2,Small,red,a
20241109100050268,3,Small,green,a
20241109100050267,4,Small,red,a
20241109100050266,7,Big,green,a
20241109100050265,7,Big,green,a
20241109100050264,1,Small,green,a
20241109100050263,2,Small,red,a
20241109100050262,5,Big,green,pink
20241109100050261,7,Big,green,a
20241109100050260,6,Big,red,a
20241109100050259,3,Small,green,a
20241109100050258,1,Small,green,a
20241109100050257,8,Big,red,a
20241109100050256,3,Small,green,a
20241109100050255,4,Small,red,a
20241109100050254,8,Big,red,a
20241109100050253,8,Big,red,a
20241109100050252,4,Small,red,a
20241109100050251,2,Small,red,a
20241109100050250,6,Big,red,a
20241109100050249,7,Big,green,a
20241109100050248,3,Small,green,a
20241109100050247,9,Big,green,a
20241109100050246,8,Big,red,a
20241109100050245,1,Small,green,a
20241109100050244,6,Big,red,a
20241109100050243,3,Small,green,a
20241109100050242,9,Big,green,a
20241109100050241,9,Big,green,a
20241109100050240,9,Big,green,a
20241109100050239,9,Big,green,a
20241109100050238,4,Small,red,a
20241109100050237,6,Big,red,a
20241109100050236,1,Small,green,a
20241109100050235,4,Small,red,a
20241109100050234,1,Small,green,a
20241109100050233,9,Big,green,a
20241109100050232,3,Small,green,a
20241109100050231,1,Small,green,a
20241109100050230,6,Big,red,a
20241109100050229,0,Small,red,pink
20241109100050228,1,Small,green,a
20241109100050227,2,Small,red,a
20241109100050226,0,Small,red,pink
20241109100050225,2,Small,red,a
20241109100050224,5,Big,green,pink
20241109100050223,2,Small,red,a
20241109100050222,6,Big,red,a
20241109100050221,5,Big,green,pink
20241109100050220,6,Big,red,a
20241109100050219,0,Small,red,pink
20241109100050218,0,Small,red,pink
20241109100050217,0,Small,red,pink
20241109100050216,6,Big,red,a
20241109100050215,2,Small,red,a
20241109100050214,1,Small,green,a
20241109100050213,1,Small,green,a
20241109100050212,7,Big,green,a
20241109100050211,6,Big,red,a
20241109100050210,9,Big,green,a
20241109100050209,7,Big,green,a
20241109100050208,9,Big,green,a
20241109100050207,5,Big,green,pink
20241109100050206,8,Big,red,a
20241109100050205,2,Small,red,a
20241109100050204,8,Big,red,a
20241109100050203,9,Big,green,a
20241109100050202,1,Small,green,a
20241109100050201,5,Big,green,pink
20241109100050200,5,Big,green,pink
20241109100050199,3,Small,green,a
20241109100050198,3,Small,green,a
20241109100050197,4,Small,red,a
20241109100050196,0,Small,red,pink
20241109100050195,5,Big,green,pink
20241109100050194,3,Small,green,a
20241109100050193,5,Big,green,pink
20241109100050192,4,Small,red,a
20241109100050191,5,Big,green,pink
20241109100050190,2,Small,red,a
20241109100050189,8,Big,red,a
20241109100050188,6,Big,red,a
20241109100050057,6,Big,red,a
20241109100050056,5,Big,green,pink
20241109100050055,9,Big,green,a
20241109100050054,5,Big,green,pink
20241109100050053,3,Small,green,a
20241109100050052,8,Big,red,a
20241109100050051,3,Small,green,a
20241109100050050,4,Small,red,a
20241109100050049,6,Big,red,a
20241109100050048,1,Small,green,a
20241109100050027,3,Small,green,a
20241109100050026,0,Small,red,pink
20241109100050025,4,Small,red,a
20241109100050024,4,Small,red,a
20241109100050023,6,Big,red,a
20241109100050022,1,Small,green,a
20241109100050021,7,Big,green,a
20241109100050020,9,Big,green,a
20241109100050019,0,Small,red,pink
20241109100050018,5,Big,green,pink
20241109100050017,9,Big,green,a
20241109100050016,3,Small,green,a
20241109100050015,9,Big,green,a
20241109100050014,0,Small,red,pink
20241109100050013,7,Big,green,a
20241109100050012,1,Small,green,a
20241109100050011,1,Small,green,a
20241109100050010,9,Big,green,a
20241109100050009,5,Big,green,pink
20241109100050008,0,Small,red,pink
20241109100050007,5,Big,green,pink
20241109100050006,8,Big,red,a
20241109100050005,8,Big,red,a
20241109100050004,0,Small,red,pink
20241109100050003,8,Big,red,a
20241109100050002,1,Small,green,a
20241109100050001,6,Big,red,a
20241108100052880,5,Big,green,pink
20241108100052879,9,Big,green,a
20241108100052878,2,Small,red,a
20241108100052877,8,Big,red,a
20241108100052876,1,Small,green,a
20241108100052875,0,Small,red,pink
20241108100052874,2,Small,red,a
20241108100052873,8,Big,red,a
20241108100052872,6,Big,red,a
20241108100052871,6,Big,red,a
20241108100052870,2,Small,red,a
20241108100052869,4,Small,red,a
20241108100052868,7,Big,green,a
20241108100052867,2,Small,red,a
20241108100052866,4,Small,red,a
20241108100052865,2,Small,red,a
20241108100052864,0,Small,red,pink
20241108100052863,4,Small,red,a
20241108100052862,4,Small,red,a
20241108100052861,3,Small,green,a
20241108100052860,6,Big,red,a
20241108100052859,2,Small,red,a
20241108100052858,3,Small,green,a
20241108100052857,1,Small,green,a
20241108100052856,2,Small,red,a
20241108100052855,7,Big,green,a
20241108100052854,3,Small,green,a
20241108100052853,9,Big,green,a
20241108100052852,4,Small,red,a
20241108100052851,7,Big,green,a
20241108100052850,2,Small,red,a
20241108100052849,5,Big,green,pink
20241108100052848,9,Big,green,a
20241108100052847,9,Big,green,a
20241108100052846,4,Small,red,a
20241108100052845,9,Big,green,a
20241108100052844,4,Small,red,a
20241108100052843,0,Small,red,pink
20241108100052842,6,Big,red,a
20241108100052841,6,Big,red,a
20241108100052840,6,Big,red,a
20241108100052839,8,Big,red,a
20241108100052838,6,Big,red,a
20241108100052837,7,Big,green,a
20241108100052836,1,Small,green,a
20241108100052835,0,Small,red,pink
20241108100052834,1,Small,green,a
20241108100052833,3,Small,green,a
20241108100052832,2,Small,red,a
20241108100052831,4,Small,red,a
20241108100052830,3,Small,green,a
20241108100052829,9,Big,green,a
20241108100052828,9,Big,green,a
20241108100052827,8,Big,red,a
20241108100052826,3,Small,green,a
20241108100052825,2,Small,red,a
20241108100052824,3,Small,green,a
20241108100052823,2,Small,red,a
20241108100052822,4,Small,red,a
20241108100052821,1,Small,green,a
20241108100052820,0,Small,red,pink
20241108100052819,5,Big,green,pink
20241108100052818,5,Big,green,pink
20241108100052817,5,Big,green,pink
20241108100052816,5,Big,green,pink
20241108100052815,7,Big,green,a
20241108100052814,2,Small,red,a
20241108100052813,6,Big,red,a
20241108100052812,2,Small,red,a
20241108100052811,8,Big,red,a
20241108100052810,9,Big,green,a
20241108100052809,2,Small,red,a
20241108100052808,7,Big,green,a
20241108100052807,4,Small,red,a
20241108100052806,6,Big,red,a
20241108100052805,5,Big,green,pink
20241108100052804,6,Big,red,a
20241108100052803,9,Big,green,a
20241108100052802,2,Small,red,a
20241108100052801,2,Small,red,a
20241108100052800,3,Small,green,a
20241108100052799,3,Small,green,a
20241108100052798,5,Big,green,pink
20241108100052797,6,Big,red,a
20241108100052796,3,Small,green,a
20241108100052795,0,Small,red,pink
20241108100052794,5,Big,green,pink
20241108100052793,4,Small,red,a
20241108100052792,4,Small,red,a
20241108100052791,7,Big,green,a
20241108100052790,9,Big,green,a
20241108100052789,0,Small,red,pink
20241108100052788,4,Small,red,a
20241108100052787,5,Big,green,pink
20241108100052786,1,Small,green,a
20241108100052785,3,Small,green,a
20241108100052784,8,Big,red,a
20241108100052783,2,Small,red,a
20241108100052782,3,Small,green,a
20241108100052781,7,Big,green,a
20241108100052780,9,Big,green,a
20241108100052779,4,Small,red,a
20241108100052778,6,Big,red,a
20241108100052777,4,Small,red,a
20241108100052776,0,Small,red,pink
20241108100052775,8,Big,red,a
20241108100052774,9,Big,green,a
20241108100052773,6,Big,red,a
20241108100052772,3,Small,green,a
20241108100052771,1,Small,green,a
20241108100052770,3,Small,green,a
20241108100052769,5,Big,green,pink
20241108100052768,7,Big,green,a
20241108100052767,3,Small,green,a
20241108100052766,2,Small,red,a
20241108100052765,8,Big,red,a
20241108100052764,5,Big,green,pink
20241108100052763,5,Big,green,pink
20241108100052762,8,Big,red,a
20241108100052761,3,Small,green,a
20241108100052760,9,Big,green,a
20241108100052759,8,Big,red,a
20241108100052758,2,Small,red,a
20241108100052757,4,Small,red,a
20241108100052756,8,Big,red,a
20241108100052755,1,Small,green,a
20241108100052754,2,Small,red,a
20241108100052753,6,Big,red,a
20241108100052752,0,Small,red,pink
20241108100052751,5,Big,green,pink
20241108100052750,7,Big,green,a
20241108100052749,6,Big,red,a
20241108100052748,6,Big,red,a
20241108100052747,4,Small,red,a
20241108100052746,3,Small,green,a
20241108100052745,1,Small,green,a
20241108100052744,6,Big,red,a
20241108100052743,0,Small,red,pink
20241108100052742,8,Big,red,a
20241108100052741,7,Big,green,a
20241108100052740,4,Small,red,a
20241108100052739,3,Small,green,a
20241108100052738,7,Big,green,a
20241108100052737,5,Big,green,pink
20241108100052736,0,Small,red,pink
20241108100052735,9,Big,green,a
20241108100052734,5,Big,green,pink
20241108100052733,8,Big,red,a
20241108100052732,2,Small,red,a
20241108100052731,6,Big,red,a
20241108100052730,3,Small,green,a
20241108100052729,9,Big,green,a
20241108100052728,6,Big,red,a
20241108100052727,5,Big,green,pink
20241108100052726,0,Small,red,pink
20241108100052725,4,Small,red,a
20241108100052724,9,Big,green,a
20241108100052723,3,Small,green,a
20241108100052722,2,Small,red,a
20241108100052721,2,Small,red,a
20241108100052720,8,Big,red,a
20241108100052719,0,Small,red,pink
20241108100052718,6,Big,red,a
20241108100052717,2,Small,red,a
20241108100052716,2,Small,red,a
20241108100052715,4,Small,red,a
20241108100052714,9,Big,green,a
20241108100052713,3,Small,green,a
20241108100052712,9,Big,green,a
20241108100052711,9,Big,green,a
20241108100052710,3,Small,green,a
20241108100052709,0,Small,red,pink
20241108100052708,6,Big,red,a
20241108100052707,5,Big,green,pink
20241108100052706,9,Big,green,a
20241108100052705,8,Big,red,a
20241108100052704,9,Big,green,a
20241108100052703,5,Big,green,pink
20241108100052702,8,Big,red,a
20241108100052701,2,Small,red,a
20241108100052700,6,Big,red,a
20241108100052699,3,Small,green,a
20241108100052698,7,Big,green,a
20241108100052697,9,Big,green,a
20241108100052696,9,Big,green,a
20241108100052695,2,Small,red,a
20241108100052694,7,Big,green,a
20241108100052693,0,Small,red,pink
20241108100052692,4,Small,red,a
20241108100052691,8,Big,red,a
20241108100052690,3,Small,green,a
20241108100052689,2,Small,red,a
20241108100052688,4,Small,red,a
20241108100052687,0,Small,red,pink
20241108100052686,5,Big,green,pink
20241108100052685,5,Big,green,pink
20241108100052684,9,Big,green,a
20241108100052683,9,Big,green,a
20241108100052682,9,Big,green,a
20241108100052681,5,Big,green,pink
20241108100052680,6,Big,red,a
20241108100052679,1,Small,green,a
20241108100052678,4,Small,red,a
20241108100052677,2,Small,red,a
20241108100052676,9,Big,green,a
20241108100052675,4,Small,red,a
20241108100052674,4,Small,red,a
20241108100052673,9,Big,green,a
20241108100052672,4,Small,red,a
20241108100052671,3,Small,green,a
20241108100052670,0,Small,red,pink
20241108100052669,1,Small,green,a
20241108100052668,0,Small,red,pink
20241108100052667,9,Big,green,a
20241108100052666,1,Small,green,a
20241108100052665,3,Small,green,a
20241108100052664,1,Small,green,a
20241108100052663,3,Small,green,a
20241108100052662,5,Big,green,pink
20241108100052661,4,Small,red,a
20241108100052660,2,Small,red,a
20241108100052659,5,Big,green,pink
20241108100052658,7,Big,green,a
20241108100052657,4,Small,red,a
20241108100052656,0,Small,red,pink
20241108100052655,2,Small,red,a
20241108100052654,7,Big,green,a
20241108100052653,8,Big,red,a
20241108100052652,5,Big,green,pink
20241108100052651,2,Small,red,a
20241108100052650,7,Big,green,a
20241108100052649,7,Big,green,a
20241108100052648,0,Small,red,pink
20241108100052647,5,Big,green,pink
20241108100052646,9,Big,green,a
20241108100052645,8,Big,red,a
20241108100052644,5,Big,green,pink
20241108100052643,3,Small,green,a
20241108100052642,8,Big,red,a
20241108100052641,6,Big,red,a
20241108100052640,0,Small,red,pink
20241108100052639,5,Big,green,pink
20241108100052638,6,Big,red,a
20241108100052637,8,Big,red,a
20241108100052636,4,Small,red,a
20241108100052635,6,Big,red,a
20241108100052634,8,Big,red,a
20241108100052633,3,Small,green,a
20241108100052632,3,Small,green,a
20241108100052631,3,Small,green,a
20241108100052630,7,Big,green,a
20241108100052629,4,Small,red,a
20241108100052628,2,Small,red,a
20241108100052627,1,Small,green,a
20241108100052626,8,Big,red,a
20241108100052625,8,Big,red,a
20241108100052624,4,Small,red,a
20241108100052623,0,Small,red,pink
20241108100052622,9,Big,green,a
20241108100052621,0,Small,red,pink
20241108100052620,6,Big,red,a
20241108100052619,2,Small,red,a
20241108100052618,4,Small,red,a
20241108100052617,1,Small,green,a
20241108100052616,1,Small,green,a
20241108100052615,9,Big,green,a
20241108100052614,1,Small,green,a
20241108100052613,7,Big,green,a
20241108100052612,1,Small,green,a
20241108100052611,3,Small,green,a
20241108100052610,4,Small,red,a
20241108100052609,6,Big,red,a
20241108100052608,1,Small,green,a
20241108100052607,1,Small,green,a
20241108100052606,2,Small,red,a
20241108100052605,2,Small,red,a
20241108100052604,5,Big,green,pink
20241108100052603,3,Small,green,a
20241108100052602,0,Small,red,pink
20241108100052601,7,Big,green,a
20241108100052600,0,Small,red,pink
20241108100052599,7,Big,green,a
20241108100052598,6,Big,red,a
20241108100052597,9,Big,green,a
20241108100052596,4,Small,red,a
20241108100052595,3,Small,green,a
20241108100052594,4,Small,red,a
20241108100052593,1,Small,green,a
20241108100052592,4,Small,red,a
20241108100052591,7,Big,green,a
20241108100052590,4,Small,red,a
20241108100052589,7,Big,green,a
20241108100052588,6,Big,red,a
20241108100052587,7,Big,green,a
20241108100052586,1,Small,green,a
20241108100052585,2,Small,red,a
20241108100052584,2,Small,red,a
20241108100052583,1,Small,green,a
20241108100052582,6,Big,red,a
20241108100052581,9,Big,green,a
20241108100052580,5,Big,green,pink
20241108100052579,9,Big,green,a
20241108100052578,8,Big,red,a
20241108100052577,9,Big,green,a
20241108100052576,6,Big,red,a
20241108100052575,6,Big,red,a
20241108100052574,7,Big,green,a
20241108100052573,8,Big,red,a
20241108100052572,7,Big,green,a
20241108100052571,9,Big,green,a
20241108100052570,1,Small,green,a
20241108100052569,1,Small,green,a
20241108100052568,8,Big,red,a
20241108100052567,0,Small,red,pink
20241108100052566,3,Small,green,a
20241108100052565,0,Small,red,pink
20241108100052564,6,Big,red,a
20241108100052563,8,Big,red,a
20241108100052562,0,Small,red,pink
20241108100052561,3,Small,green,a
20241108100052560,5,Big,green,pink
20241108100052559,2,Small,red,a
20241108100052558,1,Small,green,a
20241108100052557,5,Big,green,pink
20241108100052556,7,Big,green,a
20241108100052555,9,Big,green,a
20241108100052554,5,Big,green,pink
20241108100052553,9,Big,green,a
20241108100052552,3,Small,green,a
20241108100052551,6,Big,red,a
20241108100052550,7,Big,green,a
20241108100052549,9,Big,green,a
20241108100052548,9,Big,green,a
20241108100052547,8,Big,red,a
20241108100052546,3,Small,green,a
20241108100052545,9,Big,green,a
20241108100052544,1,Small,green,a
20241108100052543,9,Big,green,a
20241108100052542,7,Big,green,a
20241108100052541,6,Big,red,a
20241108100052540,2,Small,red,a
20241108100052539,7,Big,green,a
20241108100052538,9,Big,green,a
20241108100052537,1,Small,green,a
20241108100052536,8,Big,red,a
20241108100052535,1,Small,green,a
20241108100052534,3,Small,green,a
20241108100052533,2,Small,red,a
20241108100052532,6,Big,red,a
20241108100052531,1,Small,green,a
20241108100052530,4,Small,red,a
20241108100052529,4,Small,red,a
20241108100052528,4,Small,red,a
20241108100052527,0,Small,red,pink
20241108100052526,9,Big,green,a
20241108100052525,0,Small,red,pink
20241108100052524,3,Small,green,a
20241108100052523,5,Big,green,pink
20241108100052522,3,Small,green,a
20241108100052521,1,Small,green,a
20241108100052520,1,Small,green,a
20241108100052519,9,Big,green,a
20241108100052518,7,Big,green,a
20241108100052517,1,Small,green,a
20241108100052516,6,Big,red,a
20241108100052515,8,Big,red,a
20241108100052514,9,Big,green,a
20241108100052513,3,Small,green,a
20241108100052512,3,Small,green,a
20241108100052511,8,Big,red,a
20241108100052510,7,Big,green,a
20241108100052509,6,Big,red,a
20241108100052508,7,Big,green,a
20241108100052507,4,Small,red,a
20241108100052506,0,Small,red,pink
20241108100052505,1,Small,green,a
20241108100052504,1,Small,green,a
20241108100052503,8,Big,red,a
20241108100052502,3,Small,green,a
20241108100052501,6,Big,red,a
20241108100052500,6,Big,red,a
20241108100052489,6,Big,red,a
20241108100052488,1,Small,green,a
20241108100052487,4,Small,red,a
20241108100052486,4,Small,red,a
20241108100052485,3,Small,green,a
20241108100052484,4,Small,red,a
20241108100052483,1,Small,green,a
20241108100052482,1,Small,green,a
20241108100052481,4,Small,red,a
20241108100052480,2,Small,red,a
20241108100052479,1,Small,green,a
20241108100052478,1,Small,green,a
20241108100052477,0,Small,red,pink
20241108100052476,1,Small,green,a
20241108100052475,3,Small,green,a
20241108100052474,3,Small,green,a
20241108100052473,4,Small,red,a
20241108100052472,5,Big,green,pink
20241108100052471,0,Small,red,pink
20241108100052470,3,Small,green,a
20241108100052469,1,Small,green,a
20241108100052468,9,Big,green,a
20241108100052467,0,Small,red,pink
20241108100052466,2,Small,red,a
20241108100052465,1,Small,green,a
20241108100052464,0,Small,red,pink
20241108100052463,8,Big,red,a
20241108100052462,7,Big,green,a
20241108100052461,7,Big,green,a
20241108100052460,8,Big,red,a
20241108100052459,9,Big,green,a
20241108100052458,1,Small,green,a
20241108100052457,5,Big,green,pink
20241108100052456,6,Big,red,a
20241108100052455,2,Small,red,a
20241108100052454,1,Small,green,a
20241108100052453,0,Small,red,pink
20241108100052452,8,Big,red,a
20241108100052451,6,Big,red,a
20241108100052450,3,Small,green,a
20241108100052449,3,Small,green,a
20241108100052448,3,Small,green,a
20241108100052447,4,Small,red,a
20241108100052446,1,Small,green,a
20241108100052445,8,Big,red,a
20241108100052444,5,Big,green,pink
20241108100052443,6,Big,red,a
20241108100052442,4,Small,red,a
20241108100052441,6,Big,red,a
20241108100052440,1,Small,green,a
20241108100052439,3,Small,green,a
20241108100052438,2,Small,red,a
20241108100052437,4,Small,red,a
20241108100052436,2,Small,red,a
20241108100052435,0,Small,red,pink
20241108100052434,0,Small,red,pink
20241108100052433,4,Small,red,a
20241108100052432,4,Small,red,a
20241108100052431,0,Small,red,pink
20241108100052430,5,Big,green,pink
20241108100052429,8,Big,red,a
20241108100052428,4,Small,red,a
20241108100052427,1,Small,green,a
20241108100052426,6,Big,red,a
20241108100052425,6,Big,red,a
20241108100052424,5,Big,green,pink
20241108100052423,1,Small,green,a
20241108100052422,8,Big,red,a
20241108100052421,8,Big,red,a
20241108100052420,2,Small,red,a
20241108100052419,1,Small,green,a
20241108100052418,7,Big,green,a
20241108100052417,1,Small,green,a
20241108100052416,3,Small,green,a
20241108100052415,1,Small,green,a
20241108100052414,1,Small,green,a
20241108100052413,5,Big,green,pink
20241108100052412,5,Big,green,pink
20241108100052411,6,Big,red,a
20241108100052410,3,Small,green,a
20241108100052409,7,Big,green,a
20241108100052408,2,Small,red,a
20241108100052407,8,Big,red,a
20241108100052406,5,Big,green,pink
20241108100052405,7,Big,green,a
20241108100052404,0,Small,red,pink
20241108100052403,4,Small,red,a
20241108100052402,7,Big,green,a
20241108100052401,2,Small,red,a
20241108100052400,1,Small,green,a
20241108100052399,3,Small,green,a
20241108100052398,6,Big,red,a
20241108100052397,0,Small,red,pink
20241108100052396,2,Small,red,a
